    1    2 0.78868D+00 0.21132D+00 0.21132D+00 0.15000D+02 0.88818D-15 0.17764D-14 0.10721D-14 0.21274D-14-0.26259D-15
    1    3 0.21132D+00 0.78868D+00 0.21132D+00 0.15000D+02-0.88818D-15 0.88818D-15 0.51879D-15-0.11196D-14 0.39676D-15
    1    4 0.78868D+00 0.78868D+00 0.21132D+00 0.15000D+02 0.00000D+00 0.00000D+00 0.12994D-14-0.10764D-15 0.47467D-15
    1    5 0.21132D+00 0.21132D+00 0.78868D+00 0.15000D+02-0.88818D-15 0.00000D+00-0.43530D-15-0.83045D-15-0.10875D-14
    1    6 0.78868D+00 0.21132D+00 0.78868D+00 0.15000D+02 0.00000D+00-0.88818D-15-0.16496D-14 0.21764D-14-0.64407D-15
    1    7 0.21132D+00 0.78868D+00 0.78868D+00 0.15000D+02 0.00000D+00-0.88818D-15-0.44006D-15-0.12255D-14-0.10447D-15
    1    8 0.78868D+00 0.78868D+00 0.78868D+00 0.15000D+02 0.00000D+00-0.88818D-15-0.15965D-14-0.11181D-16-0.49951D-15
 lmn,node,x1,x2,x3,u1,u2,u3
    2    1 0.11500D+01 0.00000D+00 0.87585D-17 0.15000D+00 0.00000D+00 0.87585D-17
    2    2 0.23000D+01 0.00000D+00 0.80277D-17 0.30000D+00 0.00000D+00 0.80277D-17
    2    3 0.23000D+01 0.92500D+00 0.82104D-17 0.30000D+00-0.75000D-01 0.82104D-17
    2    4 0.11500D+01 0.92500D+00 0.45031D-17 0.15000D+00-0.75000D-01 0.45031D-17
    2    5 0.11500D+01 0.00000D+00 0.92500D+00 0.15000D+00 0.00000D+00-0.75000D-01
    2    6 0.23000D+01 0.00000D+00 0.92500D+00 0.30000D+00 0.00000D+00-0.75000D-01
    2    7 0.23000D+01 0.92500D+00 0.92500D+00 0.30000D+00-0.75000D-01-0.75000D-01
    2    8 0.11500D+01 0.92500D+00 0.92500D+00 0.15000D+00-0.75000D-01-0.75000D-01
 lmn,kint,x1,x2,x3,s11,s22,s33,s12,s13,s23
    2    1 0.12113D+01 0.21132D+00 0.21132D+00 0.15000D+02-0.17764D-14-0.17764D-14 0.11206D-14 0.14707D-14 0.23292D-15
    2    2 0.17887D+01 0.21132D+00 0.21132D+00 0.15000D+02-0.17764D-14-0.88818D-15-0.18040D-15-0.22063D-15 0.97958D-15
    2    3 0.12113D+01 0.78868D+00 0.21132D+00 0.15000D+02 0.00000D+00-0.88818D-15 0.21282D-14 0.17185D-15 0.14618D-15
    2    4 0.17887D+01 0.78868D+00 0.21132D+00 0.15000D+02 0.00000D+00 0.00000D+00 0.27786D-15-0.66660D-15-0.32346D-16
    2    5 0.12113D+01 0.21132D+00 0.78868D+00 0.15000D+02 0.88818D-15 0.00000D+00-0.14280D-14 0.21090D-14-0.14258D-16
    2    6 0.17887D+01 0.21132D+00 0.78868D+00 0.15000D+02-0.88818D-15 0.17764D-14-0.47386D-15-0.49313D-15 0.12738D-14
    2    7 0.12113D+01 0.78868D+00 0.78868D+00 0.15000D+02 0.00000D+00 0.00000D+00-0.22763D-14 0.99727D-15-0.72083D-16
    2    8 0.17887D+01 0.78868D+00 0.78868D+00 0.15000D+02-0.88818D-15 0.88818D-15-0.11777D-14-0.21704D-15 0.59448D-16
